4 5
5 79 4221
5 80 4219
6 78 4220
6 79 4221
7 77 4219
7 78 4220
8 76 4221
8 77 4219
9 75 4220
9 76 4221
10 74 4219
10 75 4220
11 73 4221
11 74 4219
12 72 4220
12 73 4221
13 71 4219
13 72 4220
14 70 4221
14 71 4219
15 69 4220
15 70 4221
16 68 4219
16 69 4220
17 67 4221
17 68 4219
18 66 4220
18 67 4221
19 65 4219
19 66 4220
20 64 4221
20 65 4219
21 63 4220
21 64 4221
22 62 4219
22 63 4220
23 61 4221
23 62 4219
24 60 4220
24 61 4221
25 59 4219
25 60 4220
26 58 4221
26 59 4219
27 57 4220
27 58 4221
28 56 4219
28 57 4220
29 55 4221
29 56 4219
30 54 4220
30 55 4221
31 53 4219
31 54 4220
32 52 4221
32 53 4219
33 51 4220
33 52 4221
34 50 4219
34 51 4220
35 49 4221
35 50 4219
36 48 4220
36 49 4221
37 47 4219
37 48 4220
38 46 4221
38 47 4219
39 45 4220
39 46 4221
40 44 4219
40 45 4220
41 43 4221
41 44 4219
42 43 4220
84 100 4221
85 99 4219
85 100 4220
86 98 4221
86 99 4219
87 97 4220
87 98 4221
88 96 4219
88 97 4220
89 95 4221
89 96 4219
90 94 4220
90 95 4221
91 93 4219
91 94 4220
92 93 4221
1 85 4300
1 86 4322
2 84 4323
2 85 4321
3 83 4322
3 84 4323
4 82 4321
4 83 4322
5 81 4323
5 82 4321
6 80 4322
6 81 4323
7 79 4321
7 80 4322
8 78 4323
8 79 4321
9 77 4322
9 78 4323
10 76 4321
10 77 4322
11 75 4323
11 76 4321
12 74 4322
12 75 4323
13 73 4321
13 74 4322
14 72 4323
14 73 4321
15 71 4322
15 72 4323
16 70 4321
16 71 4322
17 69 4323
17 70 4321
18 68 4322
18 69 4323
19 67 4321
19 68 4322
20 66 4323
20 67 4321
21 65 4322
21 66 4323
22 64 4321
22 65 4322
23 63 4323
23 64 4321
24 62 4322
24 63 4323
25 61 4321
25 62 4322
26 60 4323
26 61 4321
27 59 4322
27 60 4323
28 58 4321
28 59 4322
29 57 4323
29 58 4321
30 56 4322
30 57 4323
31 55 4321
31 56 4322
32 54 4323
32 55 4321
33 53 4322
33 54 4323
34 52 4321
34 53 4322
35 51 4323
35 52 4321
36 50 4322
36 51 4323
37 49 4321
37 50 4322
38 48 4323
38 49 4321
39 47 4322
39 48 4323
40 46 4321
40 47 4322
41 45 4323
41 46 4321
42 44 4322
42 45 4323
43 44 4321
86 100 4322
87 99 4323
87 100 4321
88 98 4322
88 99 4323
89 97 4321
89 98 4322
90 96 4323
90 97 4321
91 95 4322
91 96 4323
92 94 4321
92 95 4322
93 94 4323
1 87 4400
1 88 4424
2 86 4425
2 87 4423
3 85 4424
3 86 4425
4 84 4423
4 85 4424
5 83 4425
5 84 4423
6 82 4424
6 83 4425
7 81 4423
7 82 4424
8 80 4425
8 81 4423
9 79 4424
9 80 4425
10 78 4423
10 79 4424
11 77 4425
11 78 4423
12 76 4424
12 77 4425
13 75 4423
13 76 4424
14 74 4425
14 75 4423
15 73 4424
15 74 4425
16 72 4423
16 73 4424
17 71 4425
17 72 4423
18 70 4424
18 71 4425
19 69 4423
19 70 4424
20 68 4425
20 69 4423
21 67 4424
21 68 4425
22 66 4423
22 67 4424
23 65 4425
23 66 4423
24 64 4424
24 65 4425
25 63 4423
25 64 4424
26 62 4425
26 63 4423
27 61 4424
27 62 4425
28 60 4423
28 61 4424
29 59 4425
29 60 4423
30 58 4424
30 59 4425
31 57 4423
31 58 4424
32 56 4425
32 57 4423
33 55 4424
33 56 4425
34 54 4423
34 55 4424
35 53 4425
35 54 4423
36 52 4424
36 53 4425
37 51 4423
37 52 4424
38 50 4425
38 51 4423
39 49 4424
39 50 4425
40 48 4423
40 49 4424
41 47 4425
41 48 4423
42 46 4424
42 47 4425
43 45 4423
43 46 4424
44 45 4425
88 100 4423
89 99 4424
89 100 4425
90 98 4423
90 99 4424
91 97 4425
91 98 4423
92 96 4424
92 97 4425
93 95 4423
93 96 4424
94 95 4425
1 89 4500
1 90 4526
2 88 4527
2 89 4525
3 87 4526
3 88 4527
4 86 4525
4 87 4526
5 85 4527
5 86 4525
6 84 4526
6 85 4527
7 83 4525
7 84 4526
8 82 4527
8 83 4525
9 81 4526
9 82 4527
10 80 4525
10 81 4526
11 79 4527
11 80 4525
12 78 4526
12 79 4527
13 77 4525
13 78 4526
14 76 4527
14 77 4525
15 75 4526
15 76 4527
16 74 4525
16 75 4526
17 73 4527
17 74 4525
18 72 4526
18 73 4527
19 71 4525
19 72 4526
20 70 4527
20 71 4525
21 69 4526
21 70 4527
22 68 4525
22 69 4526
23 67 4527
23 68 4525
24 66 4526
24 67 4527
25 65 4525
25 66 4526
26 64 4527
26 65 4525
27 63 4526
27 64 4527
28 62 4525
28 63 4526
29 61 4527
29 62 4525
30 60 4526
30 61 4527
31 59 4525
31 60 4526
32 58 4527
32 59 4525
33 57 4526
33 58 4527
34 56 4525
34 57 4526
35 55 4527
35 56 4525
36 54 4526
36 55 4527
37 53 4525
37 54 4526
38 52 4527
38 53 4525
39 51 4526
39 52 4527
40 50 4525
40 51 4526
41 49 4527
41 50 4525
42 48 4526
42 49 4527
43 47 4525
43 48 4526
44 46 4527
44 47 4525
45 46 4526
90 100 4527
91 99 4525
91 100 4526
92 98 4527
92 99 4525
93 97 4526
93 98 4527
94 96 4525
94 97 4526
95 96 4527
1 91 4600
1 92 4628
2 90 4629
2 91 4627
3 89 4628
3 90 4629
4 88 4627
4 89 4628
5 87 4629
5 88 4627
6 86 4628
6 87 4629
7 85 4627
7 86 4628
8 84 4629
8 85 4627
9 83 4628
9 84 4629
10 82 4627
10 83 4628
11 81 4629
11 82 4627
12 80 4628
12 81 4629
13 79 4627
13 80 4628
14 78 4629
14 79 4627
15 77 4628
15 78 4629
16 76 4627
16 77 4628
17 75 4629
17 76 4627
18 74 4628
18 75 4629
19 73 4627
19 74 4628
20 72 4629
20 73 4627
21 71 4628
21 72 4629
22 70 4627
22 71 4628
23 69 4629
23 70 4627
24 68 4628
24 69 4629
25 67 4627
25 68 4628
26 66 4629
26 67 4627
27 65 4628
27 66 4629
28 64 4627
28 65 4628
29 63 4629
29 64 4627
30 62 4628
30 63 4629
31 61 4627
31 62 4628
32 60 4629
32 61 4627
33 59 4628
33 60 4629
34 58 4627
34 59 4628
35 57 4629
35 58 4627
36 56 4628
36 57 4629
37 55 4627
37 56 4628
38 54 4629
38 55 4627
39 53 4628
39 54 4629
40 52 4627
40 53 4628
41 51 4629
41 52 4627
42 50 4628
42 51 4629
43 49 4627
43 50 4628
44 48 4629
44 49 4627
45 47 4628
45 48 4629
46 47 4627
92 100 4628
93 99 4629
93 100 4627
94 98 4628
94 99 4629
95 97 4627
95 98 4628
96 97 4629
1 93 4700
1 94 4730
2 92 4731
2 93 4729
3 91 4730
3 92 4731
4 90 4729
4 91 4730
5 89 4731
5 90 4729
6 88 4730
6 89 4731
7 87 4729
7 88 4730
8 86 4731
8 87 4729
9 85 4730
9 86 4731
10 84 4729
10 85 4730
11 83 4731
11 84 4729
12 82 4730
12 83 4731
13 81 4729
13 82 4730
14 80 4731
14 81 4729
15 79 4730
15 80 4731
16 78 4729
16 79 4730
17 77 4731
17 78 4729
18 76 4730
18 77 4731
19 75 4729
19 76 4730
20 74 4731
20 75 4729
21 73 4730
21 74 4731
22 72 4729
22 73 4730
23 71 4731
23 72 4729
24 70 4730
24 71 4731
25 69 4729
25 70 4730
26 68 4731
26 69 4729
27 67 4730
27 68 4731
28 66 4729
28 67 4730
29 65 4731
29 66 4729
30 64 4730
30 65 4731
31 63 4729
31 64 4730
32 62 4731
32 63 4729
33 61 4730
33 62 4731
34 60 4729
34 61 4730
35 59 4731
35 60 4729
36 58 4730
36 59 4731
37 57 4729
37 58 4730
38 56 4731
38 57 4729
39 55 4730
39 56 4731
40 54 4729
40 55 4730
41 53 4731
41 54 4729
42 52 4730
42 53 4731
43 51 4729
43 52 4730
44 50 4731
44 51 4729
45 49 4730
45 50 4731
46 48 4729
46 49 4730
47 48 4731
94 100 4729
95 99 4730
95 100 4731
96 98 4729
96 99 4730
97 98 4731
1 95 4800
1 96 4832
2 94 4833
2 95 4831
3 93 4832
3 94 4833
4 92 4831
4 93 4832
5 91 4833
5 92 4831
6 90 4832
6 91 4833
7 89 4831
7 90 4832
8 88 4833
8 89 4831
9 87 4832
9 88 4833
10 86 4831
10 87 4832
11 85 4833
11 86 4831
12 84 4832
12 85 4833
13 83 4831
13 84 4832
14 82 4833
14 83 4831
15 81 4832
15 82 4833
16 80 4831
16 81 4832
17 79 4833
17 80 4831
18 78 4832
18 79 4833
19 77 4831
19 78 4832
20 76 4833
20 77 4831
21 75 4832
21 76 4833
22 74 4831
22 75 4832
23 73 4833
23 74 4831
24 72 4832
24 73 4833
25 71 4831
25 72 4832
26 70 4833
26 71 4831
27 69 4832
27 70 4833
28 68 4831
28 69 4832
29 67 4833
29 68 4831
30 66 4832
30 67 4833
31 65 4831
31 66 4832
32 64 4833
32 65 4831
33 63 4832
33 64 4833
34 62 4831
34 63 4832
35 61 4833
35 62 4831
36 60 4832
36 61 4833
37 59 4831
37 60 4832
38 58 4833
38 59 4831
39 57 4832
39 58 4833
40 56 4831
40 57 4832
41 55 4833
41 56 4831
42 54 4832
42 55 4833
43 53 4831
43 54 4832
44 52 4833
44 53 4831
45 51 4832
45 52 4833
46 50 4831
46 51 4832
47 49 4833
47 50 4831
48 49 4832
96 100 4833
97 99 4831
97 100 4832
98 99 4833
1 97 4900
1 98 4934
2 96 4935
2 97 4933
3 95 4934
3 96 4935
4 94 4933
4 95 4934
5 93 4935
5 94 4933
6 92 4934
6 93 4935
7 91 4933
7 92 4934
8 90 4935
8 91 4933
9 89 4934
9 90 4935
10 88 4933
10 89 4934
11 87 4935
11 88 4933
12 86 4934
12 87 4935
13 85 4933
13 86 4934
14 84 4935
14 85 4933
15 83 4934
15 84 4935
16 82 4933
16 83 4934
17 81 4935
17 82 4933
18 80 4934
18 81 4935
19 79 4933
19 80 4934
20 78 4935
20 79 4933
21 77 4934
21 78 4935
22 76 4933
22 77 4934
23 75 4935
23 76 4933
24 74 4934
24 75 4935
25 73 4933
25 74 4934
26 72 4935
26 73 4933
27 71 4934
27 72 4935
28 70 4933
28 71 4934
29 69 4935
29 70 4933
30 68 4934
30 69 4935
31 67 4933
31 68 4934
32 66 4935
32 67 4933
33 65 4934
33 66 4935
34 64 4933
34 65 4934
35 63 4935
35 64 4933
36 62 4934
36 63 4935
37 61 4933
37 62 4934
38 60 4935
38 61 4933
39 59 4934
39 60 4935
40 58 4933
40 59 4934
41 57 4935
41 58 4933
42 56 4934
42 57 4935
43 55 4933
43 56 4934
44 54 4935
44 55 4933
45 53 4934
45 54 4935
46 52 4933
46 53 4934
47 51 4935
47 52 4933
48 50 4934
48 51 4935
49 50 4933
98 100 4934
99 100 4935
1 99 5000
1 100 5036
2 98 5037
2 99 5035
3 97 5036
3 98 5037
4 96 5035
4 97 5036
5 95 5037
5 96 5035
6 94 5036
6 95 5037
7 93 5035
7 94 5036
8 92 5037
8 93 5035
9 91 5036
9 92 5037
10 90 5035
10 91 5036
11 89 5037
11 90 5035
12 88 5036
12 89 5037
13 87 5035
13 88 5036
14 86 5037
14 87 5035
15 85 5036
15 86 5037
16 84 5035
16 85 5036
17 83 5037
17 84 5035
18 82 5036
18 83 5037
19 81 5035
19 82 5036
20 80 5037
20 81 5035
21 79 5036
21 80 5037
22 78 5035
22 79 5036
23 77 5037
23 78 5035
24 76 5036
24 77 5037
25 75 5035
25 76 5036
26 74 5037
26 75 5035
27 73 5036
27 74 5037
28 72 5035
28 73 5036
29 71 5037
29 72 5035
30 70 5036
30 71 5037
31 69 5035
31 70 5036
32 68 5037
32 69 5035
33 67 5036
33 68 5037
34 66 5035
34 67 5036
35 65 5037
35 66 5035
36 64 5036
36 65 5037
37 63 5035
37 64 5036
38 62 5037
38 63 5035
39 61 5036
39 62 5037
40 60 5035
40 61 5036
41 59 5037
41 60 5035
42 58 5036
42 59 5037
43 57 5035
43 58 5036
44 56 5037
44 57 5035
45 55 5036
45 56 5037
46 54 5035
46 55 5036
47 53 5037
47 54 5035
48 52 5036
48 53 5037
49 51 5035
49 52 5036
50 51 5037
50 1225
1 2 100
2 50 132
3 49 133
3 50 131
4 48 132
4 49 133
5 47 131
5 48 132
6 46 133
6 47 131
7 45 132
7 46 133
8 44 131
8 45 132
9 43 133
9 44 131
10 42 132
10 43 133
11 41 131
11 42 132
12 40 133
12 41 131
13 39 132
13 40 133
14 38 131
14 39 132
15 37 133
15 38 131
16 36 132
16 37 133
17 35 131
17 36 132
18 34 133
18 35 131
19 33 132
19 34 133
20 32 131
20 33 132
21 31 133
21 32 131
22 30 132
22 31 133
23 29 131
23 30 132
24 28 133
24 29 131
25 27 132
25 28 133
26 27 131
1 3 200
1 4 230
2 3 231
4 50 229
5 49 230
5 50 231
6 48 229
6 49 230
7 47 231
7 48 229
8 46 230
8 47 231
9 45 229
9 46 230
10 44 231
10 45 229
11 43 230
11 44 231
12 42 229
12 43 230
13 41 231
13 42 229
14 40 230
14 41 231
15 39 229
15 40 230
16 38 231
16 39 229
17 37 230
17 38 231
18 36 229
18 37 230
19 35 231
19 36 229
20 34 230
20 35 231
21 33 229
21 34 230
22 32 231
22 33 229
23 31 230
23 32 231
24 30 229
24 31 230
25 29 231
25 30 229
26 28 230
26 29 231
27 28 229
1 5 300
1 6 328
2 4 329
2 5 327
3 4 328
6 50 329
7 49 327
7 50 328
8 48 329
8 49 327
9 47 328
9 48 329
10 46 327
10 47 328
11 45 329
11 46 327
12 44 328
12 45 329
13 43 327
13 44 328
14 42 329
14 43 327
15 41 328
15 42 329
16 40 327
16 41 328
17 39 329
17 40 327
18 38 328
18 39 329
19 37 327
19 38 328
20 36 329
20 37 327
21 35 328
21 36 329
22 34 327
22 35 328
23 33 329
23 34 327
24 32 328
24 33 329
25 31 327
25 32 328
26 30 329
26 31 327
27 29 328
27 30 329
28 29 327
1 7 400
1 8 426
2 6 427
2 7 425
3 5 426
3 6 427
4 5 425
8 50 426
9 49 427
9 50 425
10 48 426
10 49 427
11 47 425
11 48 426
12 46 427
12 47 425
13 45 426
13 46 427
14 44 425
14 45 426
15 43 427
15 44 425
16 42 426
16 43 427
17 41 425
17 42 426
18 40 427
18 41 425
19 39 426
19 40 427
20 38 425
20 39 426
21 37 427
21 38 425
22 36 426
22 37 427
23 35 425
23 36 426
24 34 427
24 35 425
25 33 426
25 34 427
26 32 425
26 33 426
27 31 427
27 32 425
28 30 426
28 31 427
29 30 425
1 9 500
1 10 524
2 8 525
2 9 523
3 7 524
3 8 525
4 6 523
4 7 524
5 6 525
10 50 523
11 49 524
11 50 525
12 48 523
12 49 524
13 47 525
13 48 523
14 46 524
14 47 525
15 45 523
15 46 524
16 44 525
16 45 523
17 43 524
17 44 525
18 42 523
18 43 524
19 41 525
19 42 523
20 40 524
20 41 525
21 39 523
21 40 524
22 38 525
22 39 523
23 37 524
23 38 525
24 36 523
24 37 524
25 35 525
25 36 523
26 34 524
26 35 525
27 33 523
27 34 524
28 32 525
28 33 523
29 31 524
29 32 525
30 31 523
1 11 600
1 12 622
2 10 623
2 11 621
3 9 622
3 10 623
4 8 621
4 9 622
5 7 623
5 8 621
6 7 622
12 50 623
13 49 621
13 50 622
14 48 623
14 49 621
15 47 622
15 48 623
16 46 621
16 47 622
17 45 623
17 46 621
18 44 622
18 45 623
19 43 621
19 44 622
20 42 623
20 43 621
21 41 622
21 42 623
22 40 621
22 41 622
23 39 623
23 40 621
24 38 622
24 39 623
25 37 621
25 38 622
26 36 623
26 37 621
27 35 622
27 36 623
28 34 621
28 35 622
29 33 623
29 34 621
30 32 622
30 33 623
31 32 621
1 13 700
1 14 720
2 12 721
2 13 719
3 11 720
3 12 721
4 10 719
4 11 720
5 9 721
5 10 719
6 8 720
6 9 721
7 8 719
14 50 720
15 49 721
15 50 719
16 48 720
16 49 721
17 47 719
17 48 720
18 46 721
18 47 719
19 45 720
19 46 721
20 44 719
20 45 720
21 43 721
21 44 719
22 42 720
22 43 721
23 41 719
23 42 720
24 40 721
24 41 719
25 39 720
25 40 721
26 38 719
26 39 720
27 37 721
27 38 719
28 36 720
28 37 721
29 35 719
29 36 720
30 34 721
30 35 719
31 33 720
31 34 721
32 33 719
1 15 800
1 16 818
2 14 819
2 15 817
3 13 818
3 14 819
4 12 817
4 13 818
5 11 819
5 12 817
6 10 818
6 11 819
7 9 817
7 10 818
8 9 819
16 50 817
17 49 818
17 50 819
18 48 817
18 49 818
19 47 819
19 48 817
20 46 818
20 47 819
21 45 817
21 46 818
22 44 819
22 45 817
23 43 818
23 44 819
24 42 817
24 43 818
25 41 819
25 42 817
26 40 818
26 41 819
27 39 817
27 40 818
28 38 819
28 39 817
29 37 818
29 38 819
30 36 817
30 37 818
31 35 819
31 36 817
32 34 818
32 35 819
33 34 817
1 17 900
1 18 916
2 16 917
2 17 915
3 15 916
3 16 917
4 14 915
4 15 916
5 13 917
5 14 915
6 12 916
6 13 917
7 11 915
7 12 916
8 10 917
8 11 915
9 10 916
18 50 917
19 49 915
19 50 916
20 48 917
20 49 915
21 47 916
21 48 917
22 46 915
22 47 916
23 45 917
23 46 915
24 44 916
24 45 917
25 43 915
25 44 916
26 42 917
26 43 915
27 41 916
27 42 917
28 40 915
28 41 916
29 39 917
29 40 915
30 38 916
30 39 917
31 37 915
31 38 916
32 36 917
32 37 915
33 35 916
33 36 917
34 35 915
1 19 1000
1 20 1014
2 18 1015
2 19 1013
3 17 1014
3 18 1015
4 16 1013
4 17 1014
5 15 1015
5 16 1013
6 14 1014
6 15 1015
7 13 1013
7 14 1014
8 12 1015
8 13 1013
9 11 1014
9 12 1015
10 11 1013
20 50 1014
21 49 1015
21 50 1013
22 48 1014
22 49 1015
23 47 1013
23 48 1014
24 46 1015
24 47 1013
25 45 1014
25 46 1015
26 44 1013
26 45 1014
27 43 1015
27 44 1013
28 42 1014
28 43 1015
29 41 1013
29 42 1014
30 40 1015
30 41 1013
31 39 1014
31 40 1015
32 38 1013
32 39 1014
33 37 1015
33 38 1013
34 36 1014
34 37 1015
35 36 1013
1 21 1100
1 22 1112
2 20 1113
2 21 1111
3 19 1112
3 20 1113
4 18 1111
4 19 1112
5 17 1113
5 18 1111
6 16 1112
6 17 1113
7 15 1111
7 16 1112
8 14 1113
8 15 1111
9 13 1112
9 14 1113
10 12 1111
10 13 1112
11 12 1113
22 50 1111
23 49 1112
23 50 1113
24 48 1111
24 49 1112
25 47 1113
25 48 1111
26 46 1112
26 47 1113
27 45 1111
27 46 1112
28 44 1113
28 45 1111
29 43 1112
29 44 1113
30 42 1111
30 43 1112
31 41 1113
31 42 1111
32 40 1112
32 41 1113
33 39 1111
33 40 1112
34 38 1113
34 39 1111
35 37 1112
35 38 1113
36 37 1111
1 23 1200
1 24 1210
2 22 1211
2 23 1209
3 21 1210
3 22 1211
4 20 1209
4 21 1210
5 19 1211
5 20 1209
6 18 1210
6 19 1211
7 17 1209
7 18 1210
8 16 1211
8 17 1209
9 15 1210
9 16 1211
10 14 1209
10 15 1210
11 13 1211
11 14 1209
12 13 1210
24 50 1211
25 49 1209
25 50 1210
26 48 1211
26 49 1209
27 47 1210
27 48 1211
28 46 1209
28 47 1210
29 45 1211
29 46 1209
30 44 1210
30 45 1211
31 43 1209
31 44 1210
32 42 1211
32 43 1209
33 41 1210
33 42 1211
34 40 1209
34 41 1210
35 39 1211
35 40 1209
36 38 1210
36 39 1211
37 38 1209
1 25 1300
1 26 1308
2 24 1309
2 25 1307
3 23 1308
3 24 1309
4 22 1307
4 23 1308
5 21 1309
5 22 1307
6 20 1308
6 21 1309
7 19 1307
7 20 1308
8 18 1309
8 19 1307
9 17 1308
9 18 1309
10 16 1307
10 17 1308
11 15 1309
11 16 1307
12 14 1308
12 15 1309
13 14 1307
26 50 1308
27 49 1309
27 50 1307
28 48 1308
28 49 1309
29 47 1307
29 48 1308
30 46 1309
30 47 1307
31 45 1308
31 46 1309
32 44 1307
32 45 1308
33 43 1309
33 44 1307
34 42 1308
34 43 1309
35 41 1307
35 42 1308
36 40 1309
36 41 1307
37 39 1308
37 40 1309
38 39 1307
1 27 1400
1 28 1406
2 26 1407
2 27 1405
3 25 1406
3 26 1407
4 24 1405
4 25 1406
5 23 1407
5 24 1405
6 22 1406
6 23 1407
7 21 1405
7 22 1406
8 20 1407
8 21 1405
9 19 1406
9 20 1407
10 18 1405
10 19 1406
11 17 1407
11 18 1405
12 16 1406
12 17 1407
13 15 1405
13 16 1406
14 15 1407
28 50 1405
29 49 1406
29 50 1407
30 48 1405
30 49 1406
31 47 1407
31 48 1405
32 46 1406
32 47 1407
33 45 1405
33 46 1406
34 44 1407
34 45 1405
35 43 1406
35 44 1407
36 42 1405
36 43 1406
37 41 1407
37 42 1405
38 40 1406
38 41 1407
39 40 1405
1 29 1500
1 30 1504
2 28 1505
2 29 1503
3 27 1504
3 28 1505
4 26 1503
4 27 1504
5 25 1505
5 26 1503
6 24 1504
6 25 1505
7 23 1503
7 24 1504
8 22 1505
8 23 1503
9 21 1504
9 22 1505
10 20 1503
10 21 1504
11 19 1505
11 20 1503
12 18 1504
12 19 1505
13 17 1503
13 18 1504
14 16 1505
14 17 1503
15 16 1504
30 50 1505
31 49 1503
31 50 1504
32 48 1505
32 49 1503
33 47 1504
33 48 1505
34 46 1503
34 47 1504
35 45 1505
35 46 1503
36 44 1504
36 45 1505
37 43 1503
37 44 1504
38 42 1505
38 43 1503
39 41 1504
39 42 1505
40 41 1503
1 31 1600
1 32 1604
2 30 1605
2 31 1603
3 29 1604
3 30 1605
4 28 1603
4 29 1604
5 27 1605
5 28 1603
6 26 1604
6 27 1605
7 25 1603
7 26 1604
8 24 1605
8 25 1603
9 23 1604
9 24 1605
10 22 1603
10 23 1604
11 21 1605
11 22 1603
12 20 1604
12 21 1605
13 19 1603
13 20 1604
14 18 1605
14 19 1603
15 17 1604
15 18 1605
16 17 1603
32 50 1604
33 49 1605
33 50 1603
34 48 1604
34 49 1605
35 47 1603
35 48 1604
36 46 1605
36 47 1603
37 45 1604
37 46 1605
38 44 1603
38 45 1604
39 43 1605
39 44 1603
40 42 1604
40 43 1605
41 42 1603
1 33 1700
1 34 1704
2 32 1705
2 33 1703
3 31 1704
3 32 1705
4 30 1703
4 31 1704
5 29 1705
5 30 1703
6 28 1704
6 29 1705
7 27 1703
7 28 1704
8 26 1705
8 27 1703
9 25 1704
9 26 1705
10 24 1703
10 25 1704
11 23 1705
11 24 1703
12 22 1704
12 23 1705
13 21 1703
13 22 1704
14 20 1705
14 21 1703
15 19 1704
15 20 1705
16 18 1703
16 19 1704
17 18 1705
34 50 1703
35 49 1704
35 50 1705
36 48 1703
36 49 1704
37 47 1705
37 48 1703
38 46 1704
38 47 1705
39 45 1703
39 46 1704
40 44 1705
40 45 1703
41 43 1704
41 44 1705
42 43 1703
1 35 1800
1 36 1804
2 34 1805
2 35 1803
3 33 1804
3 34 1805
4 32 1803
4 33 1804
5 31 1805
5 32 1803
6 30 1804
6 31 1805
7 29 1803
7 30 1804
8 28 1805
8 29 1803
9 27 1804
9 28 1805
10 26 1803
10 27 1804
11 25 1805
11 26 1803
12 24 1804
12 25 1805
13 23 1803
13 24 1804
14 22 1805
14 23 1803
15 21 1804
15 22 1805
16 20 1803
16 21 1804
17 19 1805
17 20 1803
18 19 1804
36 50 1805
37 49 1803
37 50 1804
38 48 1805
38 49 1803
39 47 1804
39 48 1805
40 46 1803
40 47 1804
41 45 1805
41 46 1803
42 44 1804
42 45 1805
43 44 1803
1 37 1900
1 38 1906
2 36 1907
2 37 1905
3 35 1906
3 36 1907
4 34 1905
4 35 1906
5 33 1907
5 34 1905
6 32 1906
6 33 1907
7 31 1905
7 32 1906
8 30 1907
8 31 1905
9 29 1906
9 30 1907
10 28 1905
10 29 1906
11 27 1907
11 28 1905
12 26 1906
12 27 1907
13 25 1905
13 26 1906
14 24 1907
14 25 1905
15 23 1906
15 24 1907
16 22 1905
16 23 1906
17 21 1907
17 22 1905
18 20 1906
18 21 1907
19 20 1905
38 50 1906
39 49 1907
39 50 1905
40 48 1906
40 49 1907
41 47 1905
41 48 1906
42 46 1907
42 47 1905
43 45 1906
43 46 1907
44 45 1905
1 39 2000
1 40 2008
2 38 2009
2 39 2007
3 37 2008
3 38 2009
4 36 2007
4 37 2008
5 35 2009
5 36 2007
6 34 2008
6 35 2009
7 33 2007
7 34 2008
8 32 2009
8 33 2007
9 31 2008
9 32 2009
10 30 2007
10 31 2008
11 29 2009
11 30 2007
12 28 2008
12 29 2009
13 27 2007
13 28 2008
14 26 2009
14 27 2007
15 25 2008
15 26 2009
16 24 2007
16 25 2008
17 23 2009
17 24 2007
18 22 2008
18 23 2009
19 21 2007
19 22 2008
20 21 2009
40 50 2007
41 49 2008
41 50 2009
42 48 2007
42 49 2008
43 47 2009
43 48 2007
44 46 2008
44 47 2009
45 46 2007
1 41 2100
1 42 2110
2 40 2111
2 41 2109
3 39 2110
3 40 2111
4 38 2109
4 39 2110
5 37 2111
5 38 2109
6 36 2110
6 37 2111
7 35 2109
7 36 2110
8 34 2111
8 35 2109
9 33 2110
9 34 2111
10 32 2109
10 33 2110
11 31 2111
11 32 2109
12 30 2110
12 31 2111
13 29 2109
13 30 2110
14 28 2111
14 29 2109
15 27 2110
15 28 2111
16 26 2109
16 27 2110
17 25 2111
17 26 2109
18 24 2110
18 25 2111
19 23 2109
19 24 2110
20 22 2111
20 23 2109
21 22 2110
42 50 2111
43 49 2109
43 50 2110
44 48 2111
44 49 2109
45 47 2110
45 48 2111
46 47 2109
1 43 2200
1 44 2212
2 42 2213
2 43 2211
3 41 2212
3 42 2213
4 40 2211
4 41 2212
5 39 2213
5 40 2211
6 38 2212
6 39 2213
7 37 2211
7 38 2212
8 36 2213
8 37 2211
9 35 2212
9 36 2213
10 34 2211
10 35 2212
11 33 2213
11 34 2211
12 32 2212
12 33 2213
13 31 2211
13 32 2212
14 30 2213
14 31 2211
15 29 2212
15 30 2213
16 28 2211
16 29 2212
17 27 2213
17 28 2211
18 26 2212
18 27 2213
19 25 2211
19 26 2212
20 24 2213
20 25 2211
21 23 2212
21 24 2213
22 23 2211
44 50 2212
45 49 2213
45 50 2211
46 48 2212
46 49 2213
47 48 2211
1 45 2300
1 46 2314
2 44 2315
2 45 2313
3 43 2314
3 44 2315
4 42 2313
4 43 2314
5 41 2315
5 42 2313
6 40 2314
6 41 2315
7 39 2313
7 40 2314
8 38 2315
8 39 2313
9 37 2314
9 38 2315
10 36 2313
10 37 2314
11 35 2315
11 36 2313
12 34 2314
12 35 2315
13 33 2313
13 34 2314
14 32 2315
14 33 2313
15 31 2314
15 32 2315
16 30 2313
16 31 2314
17 29 2315
17 30 2313
18 28 2314
18 29 2315
19 27 2313
19 28 2314
20 26 2315
20 27 2313
21 25 2314
21 26 2315
22 24 2313
22 25 2314
23 24 2315
46 50 2313
47 49 2314
47 50 2315
48 49 2313
1 47 2400
1 48 2416
2 46 2417
2 47 2415
3 45 2416
3 46 2417
4 44 2415
4 45 2416
5 43 2417
5 44 2415
6 42 2416
6 43 2417
7 41 2415
7 42 2416
8 40 2417
8 41 2415
9 39 2416
9 40 2417
10 38 2415
10 39 2416
11 37 2417
11 38 2415
12 36 2416
12 37 2417
13 35 2415
13 36 2416
14 34 2417
14 35 2415
15 33 2416
15 34 2417
16 32 2415
16 33 2416
17 31 2417
17 32 2415
18 30 2416
18 31 2417
19 29 2415
19 30 2416
20 28 2417
20 29 2415
21 27 2416
21 28 2417
22 26 2415
22 27 2416
23 25 2417
23 26 2415
24 25 2416
48 50 2417
49 50 2415
1 49 2500
1 50 2518
